"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"ISO NE MASS HUB DA OFF-PK - ICE FUTURES ENERGY DIV",170919,2017-09-19,0643BF,IFED,01,064 ,   71276,   67629,   61482,     897,    6805,    1703,       0,       0,       0,     155,     152,     829,   71213,   70971,      63,     305,   71276,   67629,   61482,     897,    6805,    1703,       0,       0,       0,     155,     152,     829,   71213,   70971,      63,     305,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1136,     746,    1956,       0,     485,    -420,       0,       0,       0,       0,   -1695,     810,    1136,    1136,       0,       0,  100.0,   94.9,   86.3,    1.3,    9.5,    2.4,    0.0,    0.0,    0.0,    0.2,    0.2,    1.2,   99.9,   99.6,    0.1,    0.4,  100.0,   94.9,   86.3,    1.3,    9.5,    2.4,    0.0,    0.0,    0.0,    0.2,    0.2,    1.2,   99.9,   99.6,    0.1,    0.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     41,     26,     25,.,      4,.,      0,      0,      0,.,.,.,     33,     31,     41,     26,     25,.,      4,.,      0,      0,      0,.,.,.,     33,     31,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    52.7,    59.7,    78.0,    81.5,    52.7,    54.5,    74.5,    74.7,    52.7,    59.7,    78.0,    81.5,    52.7,    54.5,    74.5,    74.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"50MWh","0643BF","IFED","064 ","N16","Combined"
"ISO NE MASS HUB DA OFF-PK - ICE FUTURES ENERGY DIV",170912,2017-09-12,0643BF,IFED,01,064 ,   70140,   66883,   59526,     897,    6320,    2123,       0,       0,       0,     155,    1847,      19,   70077,   69835,      63,     305,   70140,   66883,   59526,     897,    6320,    2123,       0,       0,       0,     155,    1847,      19,   70077,   69835,      63,     305,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -4344,   -3778,   -4272,    -630,    -142,     143,       0,       0,       0,     -55,      10,     -60,   -4380,   -4321,      36,     -23,  100.0,   95.4,   84.9,    1.3,    9.0,    3.0,    0.0,    0.0,    0.0,    0.2,    2.6,    0.0,   99.9,   99.6,    0.1,    0.4,  100.0,   95.4,   84.9,    1.3,    9.0,    3.0,    0.0,    0.0,    0.0,    0.2,    2.6,    0.0,   99.9,   99.6,    0.1,    0.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     40,     26,     23,.,.,.,      0,      0,      0,.,.,.,     33,     28,     40,     26,     23,.,.,.,      0,      0,      0,.,.,.,     33,     28,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    54.0,    62.8,    77.0,    82.3,    54.0,    59.8,    76.2,    78.5,    54.0,    62.8,    77.0,    82.3,    54.0,    59.8,    76.2,    78.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"50MWh","0643BF","IFED","064 ","N16","Combined"
"ISO NE MASS HUB DA OFF-PK - ICE FUTURES ENERGY DIV",170905,2017-09-05,0643BF,IFED,01,064 ,   74484,   70661,   63798,    1527,    6462,    1980,       0,       0,       0,     210,    1837,      79,   74457,   74156,      27,     328,   74484,   70661,   63798,    1527,    6462,    1980,       0,       0,       0,     210,    1837,      79,   74457,   74156,      27,     328,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     483,     404,    1094,      20,       0,     -20,       0,       0,       0,       0,    -670,      79,     483,     483,       0,       0,  100.0,   94.9,   85.7,    2.1,    8.7,    2.7,    0.0,    0.0,    0.0,    0.3,    2.5,    0.1,  100.0,   99.6,    0.0,    0.4,  100.0,   94.9,   85.7,    2.1,    8.7,    2.7,    0.0,    0.0,    0.0,    0.3,    2.5,    0.1,  100.0,   99.6,    0.0,    0.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     43,     25,     25,.,.,.,      0,      0,      0,.,.,.,     33,     31,     43,     25,     25,.,.,.,      0,      0,      0,.,.,.,     33,     31,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    54.1,    61.2,    76.5,    81.1,    54.1,    57.5,    74.5,    76.7,    54.1,    61.2,    76.5,    81.1,    54.1,    57.5,    74.5,    76.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"50MWh","0643BF","IFED","064 ","N16","Combined"
"ISO NE MASS HUB DA OFF-PK - ICE FUTURES ENERGY DIV",170829,2017-08-29,0643BF,IFED,01,064 ,   74001,   70257,   62704,    1507,    6462,    2000,       0,       0,       0,     210,    2507,       0,   73974,   73673,      27,     328,   74001,   70257,   62704,    1507,    6462,    2000,       0,       0,       0,     210,    2507,       0,   73974,   73673,      27,     328,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     259,     259,    1403,     -30,      45,      30,       0,       0,       0,       0,   -1219,       0,     259,     259,       0,       0,  100.0,   94.9,   84.7,    2.0,    8.7,    2.7,    0.0,    0.0,    0.0,    0.3,    3.4,    0.0,  100.0,   99.6,    0.0,    0.4,  100.0,   94.9,   84.7,    2.0,    8.7,    2.7,    0.0,    0.0,    0.0,    0.3,    3.4,    0.0,  100.0,   99.6,    0.0,    0.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     43,     25,     25,.,.,.,      0,      0,      0,.,.,      0,     32,     31,     43,     25,     25,.,.,.,      0,      0,      0,.,.,      0,     32,     31,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    54.4,    60.4,    76.7,    80.7,    54.4,    56.7,    74.8,    76.7,    54.4,    60.4,    76.7,    80.7,    54.4,    56.7,    74.8,    76.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"50MWh","0643BF","IFED","064 ","N16","Combined"
"ISO NE MASS HUB DA OFF-PK - ICE FUTURES ENERGY DIV",170822,2017-08-22,0643BF,IFED,01,064 ,   73742,   69998,   61301,    1537,    6417,    1970,       0,       0,       0,     210,    3726,       0,   73715,   73414,      27,     328,   73742,   69998,   61301,    1537,    6417,    1970,       0,       0,       0,     210,    3726,       0,   73715,   73414,      27,     328,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1191,    1233,     143,     -50,     160,       8,       0,       0,       0,       0,     890,       0,    1191,    1201,       0,     -10,  100.0,   94.9,   83.1,    2.1,    8.7,    2.7,    0.0,    0.0,    0.0,    0.3,    5.1,    0.0,  100.0,   99.6,    0.0,    0.4,  100.0,   94.9,   83.1,    2.1,    8.7,    2.7,    0.0,    0.0,    0.0,    0.3,    5.1,    0.0,  100.0,   99.6,    0.0,    0.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     43,     25,     26,.,.,.,      0,      0,      0,.,.,      0,     32,     32,     43,     25,     26,.,.,.,      0,      0,      0,.,.,      0,     32,     32,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    54.2,    59.6,    76.8,    81.6,    54.2,    56.0,    74.8,    77.7,    54.2,    59.6,    76.8,    81.6,    54.2,    56.0,    74.8,    77.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"50MWh","0643BF","IFED","064 ","N16","Combined"
"ISO NE MASS HUB DA OFF-PK - ICE FUTURES ENERGY DIV",170815,2017-08-15,0643BF,IFED,01,064 ,   72551,   68765,   61158,    1587,    6257,    1962,       0,       0,       0,     210,    2836,       0,   72524,   72213,      27,     338,   72551,   68765,   61158,    1587,    6257,    1962,       0,       0,       0,     210,    2836,       0,   72524,   72213,      27,     338,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2027,    2358,    1493,    -600,     130,     269,       0,       0,       0,       0,     125,       0,    2027,    2017,       0,      10,  100.0,   94.8,   84.3,    2.2,    8.6,    2.7,    0.0,    0.0,    0.0,    0.3,    3.9,    0.0,  100.0,   99.5,    0.0,    0.5,  100.0,   94.8,   84.3,    2.2,    8.6,    2.7,    0.0,    0.0,    0.0,    0.3,    3.9,    0.0,  100.0,   99.5,    0.0,    0.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     42,     25,     26,.,.,.,      0,      0,      0,.,.,      0,     31,     31,     42,     25,     26,.,.,.,      0,      0,      0,.,.,      0,     31,     31,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    53.9,    60.4,    76.7,    81.7,    53.9,    57.0,    74.6,    78.0,    53.9,    60.4,    76.7,    81.7,    53.9,    57.0,    74.6,    78.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"50MWh","0643BF","IFED","064 ","N16","Combined"
"ISO NE MASS HUB DA OFF-PK - ICE FUTURES ENERGY DIV",170808,2017-08-08,0643BF,IFED,01,064 ,   70524,   66407,   59665,    2187,    6127,    1693,       0,       0,       0,     210,    2711,       0,   70497,   70196,      27,     328,   70524,   66407,   59665,    2187,    6127,    1693,       0,       0,       0,     210,    2711,       0,   70497,   70196,      27,     328,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -4110,   -4006,   -3278,    -107,    -764,     205,       0,    -336,       0,     -30,     219,    -169,   -4107,   -4123,      -3,      13,  100.0,   94.2,   84.6,    3.1,    8.7,    2.4,    0.0,    0.0,    0.0,    0.3,    3.8,    0.0,  100.0,   99.5,    0.0,    0.5,  100.0,   94.2,   84.6,    3.1,    8.7,    2.4,    0.0,    0.0,    0.0,    0.3,    3.8,    0.0,  100.0,   99.5,    0.0,    0.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     42,     25,     26,.,.,.,      0,      0,      0,.,.,      0,     31,     31,     42,     25,     26,.,.,.,      0,      0,      0,.,.,      0,     31,     31,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    54.4,    61.9,    77.9,    81.5,    54.3,    58.6,    75.6,    78.2,    54.4,    61.9,    77.9,    81.5,    54.3,    58.6,    75.6,    78.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"50MWh","0643BF","IFED","064 ","N16","Combined"
"ISO NE MASS HUB DA OFF-PK - ICE FUTURES ENERGY DIV",170801,2017-08-01,0643BF,IFED,01,064 ,   74634,   70413,   62943,    2294,    6891,    1488,       0,     336,       0,     240,    2492,     169,   74604,   74319,      30,     315,   74634,   70413,   62943,    2294,    6891,    1488,       0,     336,       0,     240,    2492,     169,   74604,   74319,      30,     315,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1440,    1289,    1093,    -191,    -775,     276,       0,     336,       0,      25,     516,      30,    1429,    1476,      11,     -36,  100.0,   94.3,   84.3,    3.1,    9.2,    2.0,    0.0,    0.5,    0.0,    0.3,    3.3,    0.2,  100.0,   99.6,    0.0,    0.4,  100.0,   94.3,   84.3,    3.1,    9.2,    2.0,    0.0,    0.5,    0.0,    0.3,    3.3,    0.2,  100.0,   99.6,    0.0,    0.4,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     43,     25,     27,.,.,.,      0,.,      0,.,.,.,     32,     33,     43,     25,     27,.,.,.,      0,.,      0,.,.,.,     32,     33,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    55.1,    60.6,    77.0,    81.2,    55.0,    56.7,    75.0,    76.9,    55.1,    60.6,    77.0,    81.2,    55.0,    56.7,    75.0,    76.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"50MWh","0643BF","IFED","064 ","N16","Combined"
"ISO NE MASS HUB DA OFF-PK - ICE FUTURES ENERGY DIV",170725,2017-07-25,0643BF,IFED,01,064 ,   73194,   69124,   61850,    2485,    7666,    1212,       0,       0,       0,     215,    1976,     139,   73175,   72843,      19,     351,   73194,   69124,   61850,    2485,    7666,    1212,       0,       0,       0,     215,    1976,     139,   73175,   72843,      19,     351,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     633,     674,     299,     310,     390,    -310,       0,       0,       0,       0,     295,     -41,     633,     633,       0,       0,  100.0,   94.4,   84.5,    3.4,   10.5,    1.7,    0.0,    0.0,    0.0,    0.3,    2.7,    0.2,  100.0,   99.5,    0.0,    0.5,  100.0,   94.4,   84.5,    3.4,   10.5,    1.7,    0.0,    0.0,    0.0,    0.3,    2.7,    0.2,  100.0,   99.5,    0.0,    0.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     41,     25,     27,.,.,.,      0,      0,      0,.,.,.,     31,     32,     41,     25,     27,.,.,.,      0,      0,      0,.,.,.,     31,     32,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    56.1,    60.4,    77.6,    81.8,    55.9,    56.6,    75.8,    77.5,    56.1,    60.4,    77.6,    81.8,    55.9,    56.6,    75.8,    77.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"50MWh","0643BF","IFED","064 ","N16","Combined"
"ISO NE MASS HUB DA OFF-PK - ICE FUTURES ENERGY DIV",170718,2017-07-18,0643BF,IFED,01,064 ,   72561,   68450,   61551,    2175,    7276,    1522,       0,       0,       0,     215,    1681,     180,   72542,   72210,      19,     351,   72561,   68450,   61551,    2175,    7276,    1522,       0,       0,       0,     215,    1681,     180,   72542,   72210,      19,     351,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    4127,    4419,    2314,      15,     500,     -17,       0,       0,       0,       0,    1560,    -230,    4187,    4127,     -60,       0,  100.0,   94.3,   84.8,    3.0,   10.0,    2.1,    0.0,    0.0,    0.0,    0.3,    2.3,    0.2,  100.0,   99.5,    0.0,    0.5,  100.0,   94.3,   84.8,    3.0,   10.0,    2.1,    0.0,    0.0,    0.0,    0.3,    2.3,    0.2,  100.0,   99.5,    0.0,    0.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     41,     25,     27,.,.,.,      0,      0,      0,.,.,.,     31,     32,     41,     25,     27,.,.,.,      0,      0,      0,.,.,.,     31,     32,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    56.0,    60.7,    77.7,    81.4,    55.8,    56.6,    76.1,    77.2,    56.0,    60.7,    77.7,    81.4,    55.8,    56.6,    76.1,    77.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"50MWh","0643BF","IFED","064 ","N16","Combined"
"ISO NE MASS HUB DA OFF-PK - ICE FUTURES ENERGY DIV",170711,2017-07-11,0643BF,IFED,01,064 ,   68434,   64031,   59237,    2160,    6776,    1539,       0,       0,       0,     215,     121,     410,   68355,   68083,      79,     351,   68434,   64031,   59237,    2160,    6776,    1539,       0,       0,       0,     215,     121,     410,   68355,   68083,      79,     351,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -3120,   -1877,   -3134,     126,     835,    -990,       0,       0,       0,    -447,     121,      96,   -3092,   -3072,     -28,     -48,  100.0,   93.6,   86.6,    3.2,    9.9,    2.2,    0.0,    0.0,    0.0,    0.3,    0.2,    0.6,   99.9,   99.5,    0.1,    0.5,  100.0,   93.6,   86.6,    3.2,    9.9,    2.2,    0.0,    0.0,    0.0,    0.3,    0.2,    0.6,   99.9,   99.5,    0.1,    0.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     40,     25,     27,.,.,.,      0,      0,      0,.,.,.,     31,     31,     40,     25,     27,.,.,.,      0,      0,      0,.,.,.,     31,     31,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    54.0,    62.1,    77.0,    82.9,    53.6,    59.2,    75.3,    79.8,    54.0,    62.1,    77.0,    82.9,    53.6,    59.2,    75.3,    79.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"50MWh","0643BF","IFED","064 ","N16","Combined"
"ISO NE MASS HUB DA OFF-PK - ICE FUTURES ENERGY DIV",170703,2017-07-03,0643BF,IFED,01,064 ,   71554,   65908,   62371,    2034,    5941,    2529,       0,       0,       0,     662,       0,     314,   71447,   71155,     107,     399,   71554,   65908,   62371,    2034,    5941,    2529,       0,       0,       0,     662,       0,     314,   71447,   71155,     107,     399,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     125,    -211,      90,      76,     120,      10,       0,       0,       0,     360,       0,    -120,     115,     100,      10,      25,  100.0,   92.1,   87.2,    2.8,    8.3,    3.5,    0.0,    0.0,    0.0,    0.9,    0.0,    0.4,   99.9,   99.4,    0.1,    0.6,  100.0,   92.1,   87.2,    2.8,    8.3,    3.5,    0.0,    0.0,    0.0,    0.9,    0.0,    0.4,   99.9,   99.4,    0.1,    0.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     40,     25,     27,.,.,.,      0,      0,      0,.,      0,.,     32,     31,     40,     25,     27,.,.,.,      0,      0,      0,.,      0,.,     32,     31,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    52.9,    61.8,    74.9,    82.4,    51.8,    58.7,    72.9,    78.0,    52.9,    61.8,    74.9,    82.4,    51.8,    58.7,    72.9,    78.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"50MWh","0643BF","IFED","064 ","N16","Combined"
"ISO NE MASS HUB DA OFF-PK - ICE FUTURES ENERGY DIV",170627,2017-06-27,0643BF,IFED,01,064 ,   71429,   66119,   62281,    1958,    5821,    2519,       0,       0,       0,     302,       0,     434,   71332,   71055,      97,     374,   71429,   66119,   62281,    1958,    5821,    2519,       0,       0,       0,     302,       0,     434,   71332,   71055,      97,     374,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -720,     368,   -1652,   -1050,     290,     615,       0,       0,       0,    -707,       0,     102,    -672,    -645,     -48,     -75,  100.0,   92.6,   87.2,    2.7,    8.1,    3.5,    0.0,    0.0,    0.0,    0.4,    0.0,    0.6,   99.9,   99.5,    0.1,    0.5,  100.0,   92.6,   87.2,    2.7,    8.1,    3.5,    0.0,    0.0,    0.0,    0.4,    0.0,    0.6,   99.9,   99.5,    0.1,    0.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     40,     26,     27,.,.,.,      0,      0,      0,.,      0,.,     33,     31,     40,     26,     27,.,.,.,      0,      0,      0,.,      0,.,     33,     31,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    52.9,    61.3,    75.0,    82.2,    51.8,    58.4,    73.2,    77.8,    52.9,    61.3,    75.0,    82.2,    51.8,    58.4,    73.2,    77.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"50MWh","0643BF","IFED","064 ","N16","Combined"
