"REF_DATE","GEO","DGUID","Type of crop","Supply and disposition of grains","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001-07","Canada","2016A000011124","Oats","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866514","1.4.3","965.0","","","","1"
"2001-07","Canada","2016A000011124","Oats","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866515","1.4.4","157.0","","","","1"
"2001-07","Canada","2016A000011124","Oats","Production","Metric tonnes","214","thousands","3","v73866516","1.4.5","3403.3","","","","1"
"2001-07","Canada","2016A000011124","Oats","Imports","Metric tonnes","214","thousands","3","v73866517","1.4.6","8.0","","","","1"
"2001-07","Canada","2016A000011124","Oats","Total disposition","Metric tonnes","214","thousands","3","v73866518","1.4.7","4533.3","","","","1"
"2001-07","Canada","2016A000011124","Oats","Total exports","Metric tonnes","214","thousands","3","v73866519","1.4.8","1759.6","","","","1"
"2001-07","Canada","2016A000011124","Oats","Grain exports","Metric tonnes","214","thousands","3","v73866520","1.4.9","1460.7","","","","1"
"2001-07","Canada","2016A000011124","Oats","Product exports","Metric tonnes","214","thousands","3","v73866521","1.4.10","298.9","","","","1"
"2001-07","Canada","2016A000011124","Oats","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866522","1.4.11","1919.7","","","","1"
"2001-07","Canada","2016A000011124","Oats","Human food","Metric tonnes","214","thousands","3","v73866523","1.4.12","88.4","","","","1"
"2001-07","Canada","2016A000011124","Oats","Seed requirements","Metric tonnes","214","thousands","3","v73866524","1.4.13","158.6","","","","1"
"2001-07","Canada","2016A000011124","Oats","Industrial use","Metric tonnes","214","thousands","3","v73866525","1.4.14","0.0","","","","1"
"2001-07","Canada","2016A000011124","Oats","Loss in handling","Metric tonnes","214","thousands","3","v73866526","1.4.15","5.5","","","","1"
"2001-07","Canada","2016A000011124","Oats","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866527","1.4.16","1667.2","","","","1"
"2001-07","Canada","2016A000011124","Oats","Total ending stocks","Metric tonnes","214","thousands","3","v73866528","1.4.18","854.0","","","","1"
"2001-07","Canada","2016A000011124","Oats","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866529","1.4.19","750.0","","","","1"
"2001-07","Canada","2016A000011124","Oats","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866530","1.4.20","104.0","","","","1"
"2001-07","Canada","2016A000011124","Barley","Total supplies","Metric tonnes","214","thousands","3","v73866531","1.5.1","16106.3","","","","1"
"2001-07","Canada","2016A000011124","Barley","Total beginning stocks","Metric tonnes","214","thousands","3","v73866532","1.5.2","2838.0","","","","1"
"2001-07","Canada","2016A000011124","Barley","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866533","1.5.3","2089.0","","","","1"
"2001-07","Canada","2016A000011124","Barley","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866534","1.5.4","749.0","","","","1"
"2001-07","Canada","2016A000011124","Barley","Production","Metric tonnes","214","thousands","3","v73866535","1.5.5","13228.6","","","","1"
"2001-07","Canada","2016A000011124","Barley","Imports","Metric tonnes","214","thousands","3","v73866536","1.5.6","39.7","","","","1"
"2001-07","Canada","2016A000011124","Barley","Total disposition","Metric tonnes","214","thousands","3","v73866537","1.5.7","16106.3","","","","1"
"2001-07","Canada","2016A000011124","Barley","Total exports","Metric tonnes","214","thousands","3","v73866538","1.5.8","2641.0","","","","1"
"2001-07","Canada","2016A000011124","Barley","Grain exports","Metric tonnes","214","thousands","3","v73866539","1.5.9","1940.6","","","","1"
"2001-07","Canada","2016A000011124","Barley","Product exports","Metric tonnes","214","thousands","3","v73866540","1.5.10","700.4","","","","1"
"2001-07","Canada","2016A000011124","Barley","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866541","1.5.11","10949.3","","","","1"
"2001-07","Canada","2016A000011124","Barley","Human food","Metric tonnes","214","thousands","3","v73866542","1.5.12","8.3","","","","1"
"2001-07","Canada","2016A000011124","Barley","Seed requirements","Metric tonnes","214","thousands","3","v73866543","1.5.13","415.0","","","","1"
"2001-07","Canada","2016A000011124","Barley","Industrial use","Metric tonnes","214","thousands","3","v73866544","1.5.14","349.6","","","","1"
"2001-07","Canada","2016A000011124","Barley","Loss in handling","Metric tonnes","214","thousands","3","v73866545","1.5.15","6.2","","","","1"
"2001-07","Canada","2016A000011124","Barley","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866546","1.5.16","10170.2","","","","1"
"2001-07","Canada","2016A000011124","Barley","Total ending stocks","Metric tonnes","214","thousands","3","v73866547","1.5.18","2516.0","","","","1"
"2001-07","Canada","2016A000011124","Barley","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866548","1.5.19","1787.0","","","","1"
"2001-07","Canada","2016A000011124","Barley","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866549","1.5.20","729.0","","","","1"
"2001-07","Canada","2016A000011124","Rye","Total supplies","Metric tonnes","214","thousands","3","v73866550","1.6.1","426.0","","","","1"
"2001-07","Canada","2016A000011124","Rye","Total beginning stocks","Metric tonnes","214","thousands","3","v73866551","1.6.2","161.0","","","","1"
"2001-07","Canada","2016A000011124","Rye","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866552","1.6.3","130.0","","","","1"
"2001-07","Canada","2016A000011124","Rye","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866553","1.6.4","31.0","","","","1"
"2001-07","Canada","2016A000011124","Rye","Production","Metric tonnes","214","thousands","3","v73866554","1.6.5","260.3","","","","1"
"2001-07","Canada","2016A000011124","Rye","Imports","Metric tonnes","214","thousands","3","v73866555","1.6.6","4.7","","","","1"
"2001-07","Canada","2016A000011124","Rye","Total disposition","Metric tonnes","214","thousands","3","v73866556","1.6.7","426.0","","","","1"
"2001-07","Canada","2016A000011124","Rye","Total exports","Metric tonnes","214","thousands","3","v73866557","1.6.8","88.8","","","","1"
"2001-07","Canada","2016A000011124","Rye","Grain exports","Metric tonnes","214","thousands","3","v73866558","1.6.9","88.7","","","","1"
"2001-07","Canada","2016A000011124","Rye","Product exports","Metric tonnes","214","thousands","3","v73866559","1.6.10","0.1","","","","1"
"2001-07","Canada","2016A000011124","Rye","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866560","1.6.11","249.2","","","","1"
"2001-07","Canada","2016A000011124","Rye","Human food","Metric tonnes","214","thousands","3","v73866561","1.6.12","14.0","","","","1"
"2001-07","Canada","2016A000011124","Rye","Seed requirements","Metric tonnes","214","thousands","3","v73866562","1.6.13","15.4","","","","1"
"2001-07","Canada","2016A000011124","Rye","Industrial use","Metric tonnes","214","thousands","3","v73866563","1.6.14","54.0","","","","1"
"2001-07","Canada","2016A000011124","Rye","Loss in handling","Metric tonnes","214","thousands","3","v73866564","1.6.15","3.5","","","","1"
"2001-07","Canada","2016A000011124","Rye","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866565","1.6.16","162.4","","","","1"
"2001-07","Canada","2016A000011124","Rye","Total ending stocks","Metric tonnes","214","thousands","3","v73866566","1.6.18","88.0","","","","1"
"2001-07","Canada","2016A000011124","Rye","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866567","1.6.19","65.0","","","","1"
"2001-07","Canada","2016A000011124","Rye","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866568","1.6.20","23.0","","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Total supplies","Metric tonnes","214","thousands","3","v73866569","1.7.1","1090.0","","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Total beginning stocks","Metric tonnes","214","thousands","3","v73866570","1.7.2","386.0","","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866571","1.7.3","240.0","","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866572","1.7.4","146.0","","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Production","Metric tonnes","214","thousands","3","v73866573","1.7.5","693.4","","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Imports","Metric tonnes","214","thousands","3","v73866574","1.7.6","10.6","","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Total disposition","Metric tonnes","214","thousands","3","v73866575","1.7.7","1090.0","","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Total exports","Metric tonnes","214","thousands","3","v73866576","1.7.8","613.4","","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866577","1.7.11","217.7","","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Human food","Metric tonnes","214","thousands","3","v73866578","1.7.12","0.0","","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Seed requirements","Metric tonnes","214","thousands","3","v73866579","1.7.13","28.8","","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Industrial use","Metric tonnes","214","thousands","3","v73866580","1.7.14","","x","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Loss in handling","Metric tonnes","214","thousands","3","v73866581","1.7.15","2.7","","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866582","1.7.16","","x","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Total ending stocks","Metric tonnes","214","thousands","3","v73866583","1.7.18","259.0","","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866584","1.7.19","140.0","","","","1"
"2001-07","Canada","2016A000011124","Flaxseed","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866585","1.7.20","119.0","","","","1"
"2001-07","Canada","2016A000011124","Canola","Total supplies","Metric tonnes","214","thousands","3","v73866586","1.8.1","9586.7","","","","1"
"2001-07","Canada","2016A000011124","Canola","Total beginning stocks","Metric tonnes","214","thousands","3","v73866587","1.8.2","2157.0","","","","1"
"2001-07","Canada","2016A000011124","Canola","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866588","1.8.3","1455.0","","","","1"
"2001-07","Canada","2016A000011124","Canola","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866589","1.8.4","702.0","","","","1"
"2001-07","Canada","2016A000011124","Canola","Production","Metric tonnes","214","thousands","3","v73866590","1.8.5","7205.3","","","","1"
"2001-07","Canada","2016A000011124","Canola","Imports","Metric tonnes","214","thousands","3","v73866591","1.8.6","224.4","","","","1"
"2001-07","Canada","2016A000011124","Canola","Total disposition","Metric tonnes","214","thousands","3","v73866592","1.8.7","9586.7","","","","1"
"2001-07","Canada","2016A000011124","Canola","Total exports","Metric tonnes","214","thousands","3","v73866593","1.8.8","4858.8","","","","1"
"2001-07","Canada","2016A000011124","Canola","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866594","1.8.11","3639.9","","","","1"
"2001-07","Canada","2016A000011124","Canola","Human food","Metric tonnes","214","thousands","3","v73866595","1.8.12","0.0","","","","1"
"2001-07","Canada","2016A000011124","Canola","Seed requirements","Metric tonnes","214","thousands","3","v73866596","1.8.13","27.5","","","","1"
"2001-07","Canada","2016A000011124","Canola","Industrial use","Metric tonnes","214","thousands","3","v73866597","1.8.14","3013.1","","","","1"
"2001-07","Canada","2016A000011124","Canola","Loss in handling","Metric tonnes","214","thousands","3","v73866598","1.8.15","15.8","","","","1"
"2001-07","Canada","2016A000011124","Canola","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866599","1.8.16","583.4","","","","1"
"2001-07","Canada","2016A000011124","Canola","Total ending stocks","Metric tonnes","214","thousands","3","v73866600","1.8.18","1088.0","","","","1"
"2001-07","Canada","2016A000011124","Canola","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866601","1.8.19","600.0","","","","1"
"2001-07","Canada","2016A000011124","Canola","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866602","1.8.20","488.0","","","","1"
"2001-07","Canada","2016A000011124","Soybeans","Total supplies","Metric tonnes","214","thousands","3","v73866603","1.9.1","3386.0","","","","1"
"2001-07","Canada","2016A000011124","Soybeans","Total beginning stocks","Metric tonnes","214","thousands","3","v73866604","1.9.2","252.0","","","","1"
"2001-07","Canada","2016A000011124","Soybeans","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866605","1.9.3","65.0","","","","1"
"2001-07","Canada","2016A000011124","Soybeans","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866606","1.9.4","187.0","","","","1"
"2001-07","Canada","2016A000011124","Soybeans","Production","Metric tonnes","214","thousands","3","v73866607","1.9.5","2703.0","","","","1"
"2001-07","Canada","2016A000011124","Soybeans","Imports","Metric tonnes","214","thousands","3","v73866608","1.9.6","431.0","","","","1"
"2001-07","Canada","2016A000011124","Soybeans","Total disposition","Metric tonnes","214","thousands","3","v73866609","1.9.7","3386.0","","","","1"
"2001-07","Canada","2016A000011124","Soybeans","Total exports","Metric tonnes","214","thousands","3","v73866610","1.9.8","747.2","","","","1"
"2001-07","Canada","2016A000011124","Soybeans","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866611","1.9.11","2453.8","","","","1"
"2001-07","Canada","2016A000011124","Soybeans","Seed requirements","Metric tonnes","214","thousands","3","v73866612","1.9.13","112.1","","","","1"
"2001-07","Canada","2016A000011124","Soybeans","Industrial use","Metric tonnes","214","thousands","3","v73866613","1.9.14","1649.9","","","","1"
"2001-07","Canada","2016A000011124","Soybeans","Other domestic disappearance","Metric tonnes","214","thousands","3","v73866614","1.9.17","691.7","","","","1"
"2001-07","Canada","2016A000011124","Soybeans","Total ending stocks","Metric tonnes","214","thousands","3","v73866615","1.9.18","185.0","","","","1"
"2001-07","Canada","2016A000011124","Soybeans","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866616","1.9.19","85.0","","","","1"
"2001-07","Canada","2016A000011124","Soybeans","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866617","1.9.20","100.0","","","","1"
"2001-07","Canada","2016A000011124","Dry peas","Total supplies","Metric tonnes","214","thousands","3","v73866618","1.10.1","3275.9","","","","1"
"2001-07","Canada","2016A000011124","Dry peas","Total beginning stocks","Metric tonnes","214","thousands","3","v73866619","1.10.2","400.0","","","","1"
"2001-07","Canada","2016A000011124","Dry peas","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866620","1.10.3","215.0","","","","1"
"2001-07","Canada","2016A000011124","Dry peas","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866621","1.10.4","185.0","","","","1"
"2001-07","Canada","2016A000011124","Dry peas","Production","Metric tonnes","214","thousands","3","v73866622","1.10.5","2864.3","","","","1"
"2001-07","Canada","2016A000011124","Dry peas","Imports","Metric tonnes","214","thousands","3","v73866623","1.10.6","11.6","","","","1"
"2001-07","Canada","2016A000011124","Dry peas","Total disposition","Metric tonnes","214","thousands","3","v73866624","1.10.7","3275.9","","","","1"
"2001-07","Canada","2016A000011124","Dry peas","Total exports","Metric tonnes","214","thousands","3","v73866625","1.10.8","2196.0","","","","1"
"2001-07","Canada","2016A000011124","Dry peas","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866626","1.10.11","884.9","","","","1"
"2001-07","Canada","2016A000011124","Dry peas","Seed requirements","Metric tonnes","214","thousands","3","v73866627","1.10.13","226.2","","","","1"
"2001-07","Canada","2016A000011124","Dry peas","Other domestic disappearance","Metric tonnes","214","thousands","3","v73866628","1.10.17","658.7","","","","1"
"2001-07","Canada","2016A000011124","Dry peas","Total ending stocks","Metric tonnes","214","thousands","3","v73866629","1.10.18","195.0","","","","1"
"2001-07","Canada","2016A000011124","Dry peas","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866630","1.10.19","125.0","","","","1"
"2001-07","Canada","2016A000011124","Dry peas","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866631","1.10.20","70.0","","","","1"
"2001-07","Canada","2016A000011124","Lentils","Total supplies","Metric tonnes","214","thousands","3","v73866632","1.11.1","999.6","","","","1"
"2001-07","Canada","2016A000011124","Lentils","Total beginning stocks","Metric tonnes","214","thousands","3","v73866633","1.11.2","80.0","","","","1"
"2001-07","Canada","2016A000011124","Lentils","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866634","1.11.3","25.0","","","","1"
"2001-07","Canada","2016A000011124","Lentils","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866635","1.11.4","55.0","","","","1"
"2001-07","Canada","2016A000011124","Lentils","Production","Metric tonnes","214","thousands","3","v73866636","1.11.5","914.1","","","","1"
"2001-07","Canada","2016A000011124","Lentils","Imports","Metric tonnes","214","thousands","3","v73866637","1.11.6","5.5","","","","1"
"2001-07","Canada","2016A000011124","Lentils","Total disposition","Metric tonnes","214","thousands","3","v73866638","1.11.7","999.6","","","","1"
"2001-07","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","475.0","","","","1"
"2001-07","Canada","2016A000011124","Lentils","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866640","1.11.11","268.6","","","","1"
"2001-07","Canada","2016A000011124","Lentils","Seed requirements","Metric tonnes","214","thousands","3","v73866641","1.11.13","59.5","","","","1"
"2001-07","Canada","2016A000011124","Lentils","Other domestic disappearance","Metric tonnes","214","thousands","3","v73866642","1.11.17","209.0","","","","1"
"2001-07","Canada","2016A000011124","Lentils","Total ending stocks","Metric tonnes","214","thousands","3","v73866643","1.11.18","256.0","","","","1"
"2001-07","Canada","2016A000011124","Lentils","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866644","1.11.19","211.0","","","","1"
"2001-07","Canada","2016A000011124","Lentils","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866645","1.11.20","45.0","","","","1"
"2001-07","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","317.9","","","","1"
"2001-07","Canada","2016A000011124","Mustard seed","Total beginning stocks","Metric tonnes","214","thousands","3","v73866647","1.12.2","115.0","","","","1"
"2001-07","Canada","2016A000011124","Mustard seed","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866648","1.12.3","40.0","","","","1"
"2001-07","Canada","2016A000011124","Mustard seed","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866649","1.12.4","75.0","","","","1"
"2001-07","Canada","2016A000011124","Mustard seed","Production","Metric tonnes","214","thousands","3","v73866650","1.12.5","202.2","","","","1"
"2001-07","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","0.7","","","","1"
"2001-07","Canada","2016A000011124","Mustard seed","Total disposition","Metric tonnes","214","thousands","3","v73866652","1.12.7","317.9","","","","1"
"2001-07","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","150.8","","","","1"
"2001-07","Canada","2016A000011124","Mustard seed","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866654","1.12.11","62.2","","","","1"
"2001-07","Canada","2016A000011124","Mustard seed","Seed requirements","Metric tonnes","214","thousands","3","v73866655","1.12.13","1.9","","","","1"
"2001-07","Canada","2016A000011124","Mustard seed","Other domestic disappearance","Metric tonnes","214","thousands","3","v73866656","1.12.17","60.3","","","","1"
"2001-07","Canada","2016A000011124","Mustard seed","Total ending stocks","Metric tonnes","214","thousands","3","v73866657","1.12.18","105.0","","","","1"
"2001-07","Canada","2016A000011124","Mustard seed","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866658","1.12.19","50.0","","","","1"
"2001-07","Canada","2016A000011124","Mustard seed","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866659","1.12.20","55.0","","","","1"
"2001-07","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","260.9","","","","1"
"2001-07","Canada","2016A000011124","Canary seed","Total beginning stocks","Metric tonnes","214","thousands","3","v73866661","1.13.2","90.0","","","","1"
"2001-07","Canada","2016A000011124","Canary seed","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866662","1.13.3","65.0","","","","1"
"2001-07","Canada","2016A000011124","Canary seed","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866663","1.13.4","25.0","","","","1"
"2001-07","Canada","2016A000011124","Canary seed","Production","Metric tonnes","214","thousands","3","v73866664","1.13.5","170.8","","","","1"
"2001-07","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.1","","","","1"
"2001-07","Canada","2016A000011124","Canary seed","Total disposition","Metric tonnes","214","thousands","3","v73866666","1.13.7","260.9","","","","1"
"2001-07","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","169.8","","","","1"
"2001-07","Canada","2016A000011124","Canary seed","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866668","1.13.11","21.1","","","","1"
"2001-07","Canada","2016A000011124","Canary seed","Seed requirements","Metric tonnes","214","thousands","3","v73866669","1.13.13","7.3","","","","1"
"2001-07","Canada","2016A000011124","Canary seed","Other domestic disappearance","Metric tonnes","214","thousands","3","v73866670","1.13.17","13.8","","","","1"
"2001-07","Canada","2016A000011124","Canary seed","Total ending stocks","Metric tonnes","214","thousands","3","v73866671","1.13.18","70.0","","","","1"
"2001-07","Canada","2016A000011124","Canary seed","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866672","1.13.19","50.0","","","","1"
"2001-07","Canada","2016A000011124","Canary seed","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866673","1.13.20","20.0","","","","1"
"2001-07","Canada","2016A000011124","Sunflower seed","Total supplies","Metric tonnes","214","thousands","3","v73866674","1.14.1","178.1","","","","1"
"2001-07","Canada","2016A000011124","Sunflower seed","Total beginning stocks","Metric tonnes","214","thousands","3","v73866675","1.14.2","41.0","","","","1"
"2001-07","Canada","2016A000011124","Sunflower seed","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866676","1.14.3","35.0","","","","1"
"2001-07","Canada","2016A000011124","Sunflower seed","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866677","1.14.4","6.0","","","","1"
"2001-07","Canada","2016A000011124","Sunflower seed","Production","Metric tonnes","214","thousands","3","v73866678","1.14.5","119.3","","","","1"
"2001-07","Canada","2016A000011124","Sunflower seed","Imports","Metric tonnes","214","thousands","3","v73866679","1.14.6","17.8","","","","1"
"2001-07","Canada","2016A000011124","Sunflower seed","Total disposition","Metric tonnes","214","thousands","3","v73866680","1.14.7","178.1","","","","1"
"2001-07","Canada","2016A000011124","Sunflower seed","Total exports","Metric tonnes","214","thousands","3","v73866681","1.14.8","77.2","","","","1"
"2001-07","Canada","2016A000011124","Sunflower seed","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866682","1.14.11","54.9","","","","1"
"2001-07","Canada","2016A000011124","Sunflower seed","Seed requirements","Metric tonnes","214","thousands","3","v73866683","1.14.13","0.4","","","","1"
"2001-07","Canada","2016A000011124","Sunflower seed","Other domestic disappearance","Metric tonnes","214","thousands","3","v73866684","1.14.17","54.5","","","","1"
"2001-07","Canada","2016A000011124","Sunflower seed","Total ending stocks","Metric tonnes","214","thousands","3","v73866685","1.14.18","46.0","","","","1"
"2001-07","Canada","2016A000011124","Sunflower seed","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866686","1.14.19","40.0","","","","1"
"2001-07","Canada","2016A000011124","Sunflower seed","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866687","1.14.20","6.0","","","","1"
"2001-07","Canada","2016A000011124","Chickpeas","Total supplies","Metric tonnes","214","thousands","3","v73866688","1.15.1","","..","","","1"
"2001-07","Canada","2016A000011124","Chickpeas","Total beginning stocks","Metric tonnes","214","thousands","3","v73866689","1.15.2","","..","","","1"
"2001-07","Canada","2016A000011124","Chickpeas","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866690","1.15.3","","..","","","1"
"2001-07","Canada","2016A000011124","Chickpeas","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866691","1.15.4","","..","","","1"
"2001-07","Canada","2016A000011124","Chickpeas","Production","Metric tonnes","214","thousands","3","v73866692","1.15.5","","..","","","1"
"2001-07","Canada","2016A000011124","Chickpeas","Imports","Metric tonnes","214","thousands","3","v73866693","1.15.6","","..","","","1"
"2001-07","Canada","2016A000011124","Chickpeas","Total disposition","Metric tonnes","214","thousands","3","v73866694","1.15.7","","..","","","1"
"2001-07","Canada","2016A000011124","Chickpeas","Total exports","Metric tonnes","214","thousands","3","v73866695","1.15.8","","..","","","1"
"2001-07","Canada","2016A000011124","Chickpeas","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866696","1.15.11","","..","","","1"
"2001-07","Canada","2016A000011124","Chickpeas","Seed requirements","Metric tonnes","214","thousands","3","v73866697","1.15.13","","..","","","1"
"2001-07","Canada","2016A000011124","Chickpeas","Other domestic disappearance","Metric tonnes","214","thousands","3","v73866698","1.15.17","","..","","","1"
"2001-07","Canada","2016A000011124","Chickpeas","Total ending stocks","Metric tonnes","214","thousands","3","v73866699","1.15.18","","..","","","1"
"2001-07","Canada","2016A000011124","Chickpeas","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866700","1.15.19","","..","","","1"
"2001-07","Canada","2016A000011124","Chickpeas","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866701","1.15.20","","..","","","1"
"2001-12","Canada","2016A000011124","All wheat","Total supplies","Metric tonnes","214","thousands","3","v73866455","1.1.1","30360.1","","","","1"
"2001-12","Canada","2016A000011124","All wheat","Total beginning stocks","Metric tonnes","214","thousands","3","v73866456","1.1.2","9666.0","","","","1"
"2001-12","Canada","2016A000011124","All wheat","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866457","1.1.3","2675.0","","","","1"
"2001-12","Canada","2016A000011124","All wheat","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866458","1.1.4","6991.0","","","","1"
"2001-12","Canada","2016A000011124","All wheat","Production","Metric tonnes","214","thousands","3","v73866459","1.1.5","20630.2","","","","1"
"2001-12","Canada","2016A000011124","All wheat","Imports","Metric tonnes","214","thousands","3","v73866460","1.1.6","63.9","","","","1"
"2001-12","Canada","2016A000011124","All wheat","Total disposition","Metric tonnes","214","thousands","3","v73866461","1.1.7","30360.1","","","","1"
"2001-12","Canada","2016A000011124","All wheat","Total exports","Metric tonnes","214","thousands","3","v73866462","1.1.8","7842.3","","","","1"
"2001-12","Canada","2016A000011124","All wheat","Grain exports","Metric tonnes","214","thousands","3","v73866463","1.1.9","7736.3","","","","1"
"2001-12","Canada","2016A000011124","All wheat","Product exports","Metric tonnes","214","thousands","3","v73866464","1.1.10","106.0","","","","1"
"2001-12","Canada","2016A000011124","All wheat","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866465","1.1.11","4271.1","","","","1"
"2001-12","Canada","2016A000011124","All wheat","Human food","Metric tonnes","214","thousands","3","v73866466","1.1.12","1272.8","","","","1"
"2001-12","Canada","2016A000011124","All wheat","Seed requirements","Metric tonnes","214","thousands","3","v73866467","1.1.13","59.1","","","","1"
"2001-12","Canada","2016A000011124","All wheat","Industrial use","Metric tonnes","214","thousands","3","v73866468","1.1.14","53.0","","","","1"
"2001-12","Canada","2016A000011124","All wheat","Loss in handling","Metric tonnes","214","thousands","3","v73866469","1.1.15","4.5","","","","1"
"2001-12","Canada","2016A000011124","All wheat","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866470","1.1.16","2881.7","","","","1"
"2001-12","Canada","2016A000011124","All wheat","Total ending stocks","Metric tonnes","214","thousands","3","v73866471","1.1.18","18246.7","","","","1"
